0,1
27458074,1536000
27458080,1528000
27458080,1536000
27458081,1528000
27458081,1520000
27458082,1512000
27458082,1520000
27458085,1512000
27458086,1520000
27458093,1528000
27458094,1520000
27458039,1528000
27458040,1520000
